"","uid","majority_label","entropy","old_label","n","e","c","ground_truth","hypothesis","premise"
"1431","205635075.jpg#1r1n","n",0.366446264453378,"n",94,5,1,"n","The group of chefs that happened to be passing by attempting to talk a girl dressed in black on the ledge of a balcony into not jumping.","A girl in black is sitting on the ledge of a balcony, and she is speaking with a group of chefs."
"1432","2525716531.jpg#0r1n","n",0.823865807724009,"n",83,7,10,"n","A man is being bitten by a dog while walking.","A man wearing padded arm protection is being bitten by a German shepherd dog."
"1433","2525716531.jpg#0r1e","n",0.934068055375491,"e",65,35,0,"e","A man is bitten by a dog while training the dog.","A man wearing padded arm protection is being bitten by a German shepherd dog."
"1434","2102902012.jpg#0r1c","c",0.989747029254714,"c",6,18,76,"c","A girl is handed a baton by a man in a race.","A boy wearing a yellow jersey is accepting the baton from a female wearing a yellow jersey in a relay race."
"1435","7680969218.jpg#4r1c","c",0.634309554640566,"c",16,0,84,"c","The peace corp workers are sitting in a hostel.","A couple of peace corp workers are helping a black kid dig."
"1436","3664928753.jpg#4r1c","n",0.608299848299792,"n",87,1,12,"c","The javelin competition was cancelled due to rain.","Javelin competition"
"1437","2711885008.jpg#1r1c","c",0.161440542541821,"c",1,1,98,"c","A small dark-haired boy is climbing over a car seat.","A small dark-haired boy climbing in a large tree."
"1438","5455508814.jpg#0r1n","n",0.6098403047164,"n",85,0,15,"n","The water bottle contains soda.","Seven women stand and sit around a waters edge and one of them women sitting in the middle with her bare feet in the water drinks from a water bottle."
"1439","5455508814.jpg#0r1c","n",0.826746372492618,"n",74,0,26,"c","The women are on a cruise having a good time.","Seven women stand and sit around a waters edge and one of them women sitting in the middle with her bare feet in the water drinks from a water bottle."
"1440","4678234335.jpg#0r1n","n",0.634309554640566,"n",84,16,0,"n","A college student is carrying bags.","A woman in a college t-shirt walking quickly carrying two shopping bags."
"1441","3160531982.jpg#0r1n","n",0.823865807724009,"n",83,7,10,"n","The person is skydiving with others","With the sun rising, a person is gliding with a huge parachute attached to them."
"1442","3160531982.jpg#0r1e","n",1,"e",50,50,0,"e","The person is falling to saftey with the parachute","With the sun rising, a person is gliding with a huge parachute attached to them."
"1443","6943202340.jpg#0r1n","n",0.78701899510856,"n",84,10,6,"n","A baseball player slides into home.","A baseball player is sliding into a base while the baseman is catching an incoming ball during a major league baseball game."
"1444","2838888385.jpg#2r1n","n",0.481763067193911,"n",91,8,1,"n","Kids eating icecream out of bowls.","A group of children sit on a blue mat while they eat out of bowls."
"1445","7646106762.jpg#0r1c","n",0.770663545987896,"n",82,2,16,"c","A group of rich aristrocrats are yacthing and are annoyed by four men riding in a fast boat.","Four men riding in a gray, fast moving boat appear to be wearing vests."
"1446","699448056.jpg#0r2n","n",0.541188403078018,"n",90,2,8,"n","The man is drinking water indoors.","A man in a blue plaid shirt and blue jeans, wearing a black helmet, pauses to drink water next to a large blue steel corrugated tube."
"1447","4633900611.jpg#1r1e","e",0.141440542541821,"e",2,98,0,"e","A man punches another man.","Bald man in white and black shorts, punching man with black hair, and red, orange and blue shorts."
"1448","2852670181.jpg#3r1e","e",0.760167502961966,"e",22,78,0,"e","Fresh fish are for sale at an outdoor marketplace.","Grading and pricing fish in an open air fish market."
"1449","2852670181.jpg#3r1c","c",0.98581503717892,"c",43,0,57,"c","A child stares at a fish tank as guppies and goldfish swim by.","Grading and pricing fish in an open air fish market."
"1450","2604825598.jpg#0r1e","e",0.426342090699887,"e",5,93,2,"e","There are two dogs outside.","Two brown and white dogs, one jumping over a log while the one behind runs through the grass."
"1451","4488874349.jpg#0r1n","e",0.964799548505087,"e",39,61,0,"n","Several service men are carrying a cross on Easter.","A group of uniformed men carrying a cross adorned with a white ribbon in formation walking down the street on Easter."
"1452","4375286847.jpg#1r1e","e",0.322493361860324,"e",4,95,1,"e","a young oriental girl is building and painting","A little asian girl in pigtails is building with wood and painting with colored markers."
"1453","4375286847.jpg#1r1n","n",0.365923650900223,"n",93,7,0,"n","a young girl is building and painting for her mother","A little asian girl in pigtails is building with wood and painting with colored markers."
"1454","147966138.jpg#2r1c","n",0.970950594454669,"n",60,0,40,"c","The elderly people are walking their poodles in the park.","Two elderly people are walking down the street on a sunny day."
"1455","3078084729.jpg#1r1e","n",1.4241497599239,"e",54,30,16,"e","The people in the photograph often work outside.","Construction workers walking through a construction zone, it looks to be raining."
"1456","4554364450.jpg#1r1n","n",0.777675671846095,"e",84,11,5,"n","A man does some work while sitting outside at a park.","An overweight man in a blue and black hooded sweatshirt works on a laptop computer outdoors."
"1457","5971653128.jpg#0r1n","n",1.22935534938278,"n",63,8,29,"n","A swimmer is drying off","A swimmer is getting out of a pool where people are swimming laps and is having her picture taken as a crowd looks on from the edge of the pool."
"1458","429500919.jpg#3r1e","n",1.04432555269629,"e",59,40,1,"e","Woman is the center of attention.","The lady wearing a red coat is giving a speech."
"1459","771366843.jpg#0r1n","e",1.04963089070732,"n",41,58,1,"n","Two people are hugging.","These two people in hats are standing on rocky terrain, with their arms around each other."
"1460","6993162403.jpg#2r1n","n",0.836763171160532,"n",79,19,2,"n","Men are cheering for their hockey team.","Two guys dressed for hockey and are raising there arms in the air."
"1461","3634032601.jpg#0r1c","c",0.934068055375491,"c",35,0,65,"c","Three girls try to buy candy in a grocery store.","A crowd of people with a lady with a bright orange shirt and another lady in black have their backs to the camera."
"1462","300539993.jpg#3r1n","c",0.950672092687066,"n",37,0,63,"n","A dog is looking for a spot to hide his bone","A dog gnawing on a bone."
"1463","4965595911.jpg#2r1n","n",1.31715477732028,"n",50,42,8,"n","There is a lady putting a crown on her statue.","A lady with a purse on his shoulder reaching upward and putting a crown in a statue's hand."
"1464","4965595911.jpg#2r1e","e",0.286396957115956,"e",5,95,0,"e","There is a lady wearing a purse.","A lady with a purse on his shoulder reaching upward and putting a crown in a statue's hand."
"1465","3994222806.jpg#3r1e","e",0.976500468757824,"e",41,59,0,"e","The teams play against one another during a volleyball game.","A man spiking the ball at a volleyball game."
"1466","539881707.jpg#0r1c","n",0.99971144175281,"c",51,0,49,"c","A man and his daughter are dancing at the festival.","A curly-haired man and a woman in a black tank top both play guitars and sing at a festival."
"1467","3373615534.jpg#2r1e","n",1.01699683745054,"n",63,36,1,"e","The girl is outside.","A young girl washes an automobile."
"1468","2892992529.jpg#0r1n","n",0.757991187178562,"n",81,18,1,"n","The crowd at the park cheer as the large dog catch the Frisbee in its mouth, which is quite impressive.","A large black and white dog is catching a Frisbee in the park with a crowd of people behind him."
"1469","2892992529.jpg#0r1c","n",0.841464636208176,"n",73,0,27,"c","The people at the park are not impressed with the dog playing Frisbee, as misses the catch.","A large black and white dog is catching a Frisbee in the park with a crowd of people behind him."
"1470","2892992529.jpg#0r1e","e",0.778011303546538,"e",23,77,0,"e","There's a crowd of people at the park, and a big dog gets in into the act, catching a Frisbee in its mouth.","A large black and white dog is catching a Frisbee in the park with a crowd of people behind him."
"1471","4847684090.jpg#1r1c","c",0.998845535995202,"c",48,0,52,"c","a man is laying at the beach","A man in a light pink polo shirt holds a flag splayed out in the air behind him."
"1472","4183609474.jpg#0r1n","e",0.607363555885167,"n",10,88,2,"n","A man trying to buy a new car from someone.","A young man trying to buy a car from his dealer after his old car was towed away by police."
"1473","5669382831.jpg#3r1n","n",1.03383663814916,"n",76,11,13,"n","A woman is competing soon.","A female figure skater in costume is executing a routine."
"1474","747921928.jpg#3r1c","c",0.365923650900223,"c",7,0,93,"c","A man holds sparklers in the dark.","A child holds sparklers in the dark."
"1475","747921928.jpg#3r1n","e",0.995378438820226,"n",46,54,0,"n","A child holds bright sparklers in the dark.","A child holds sparklers in the dark."
"1476","5852667073.jpg#2r1n","n",0.242292189082415,"c",96,0,4,"n","the man is black","A man speaking to a woman with a stroller in a room with several dinners."
"1477","434469662.jpg#2r1n","n",1.36610806237275,"n",48,42,10,"n","A lady waits on a man in the general store.","A man in a red shirt is being serviced by a working old woman in a store."
"1478","4668948309.jpg#4r1c","c",1.06104833000896,"n",24,5,71,"c","The group of people are looking up.","A group of people look over ledge."
"1479","4668948309.jpg#4r1n","e",0.721928094887362,"e",20,80,0,"n","The group of people are near the edge of the ledge.","A group of people look over ledge."
"1480","3975881094.jpg#0r1n","e",0.821028812416544,"e",16,81,3,"n","A mother works in peace.","A mother peacefully works on making a beautiful and colorful mat while her son admires her skills."
"1481","2430860418.jpg#4r1n","n",0.818855800278631,"e",78,21,1,"n","A dog is running outside at the beach.","A dog running in the sand."
"1482","684255145.jpg#4r1n","n",0.968580601504563,"e",68,31,1,"n","A small boy is in a pool.","A child does a handstand in a pool."
"1483","226065257.jpg#0r1c","c",0.99740158856774,"c",47,0,53,"c","People are using the bus to get to work.","Four people sit on a subway two read books, one looks at a cellphone and is wearing knee high boots."
"1484","2896464687.jpg#2r1n","n",0.0807931358959112,"n",99,0,1,"n","A woman is waiting for someone.","Female sitting in a chair in front of a hazy field."
"1485","7870403558.jpg#1r1e","n",0.992997266270944,"e",72,25,3,"e","Races can be long and tiring.","Two competitors in the last leg of a race, strong legs, long strides to the end."
"1486","4824069230.jpg#2r1n","n",0.771994897647078,"n",83,14,3,"n","An old woman is eating at a diner.","Lonely woman eats alone again, chatting with her internet boyfriend at a diner."
"1487","3714870764.jpg#3r1n","n",0.795040279384522,"n",76,24,0,"n","They are trying to reach something high up.","a young girl in red lifting a girl in blue to the top of a wall and lighting."
"1488","6857646118.jpg#3r1n","n",1.24838863308305,"n",65,24,11,"n","Several fireman are putting out a fire on a gray roof.","Several firemen stand or sit on a gray roof while working."
"1489","2695955695.jpg#0r1n","n",0.529360865287364,"n",88,12,0,"n","A person is happily playing a drum.","A person playing a drum with only their lower torso, hands, drumsticks, and drum showing in the foreground."
"1490","7474389870.jpg#2r1c","n",0.931476356750271,"n",71,1,28,"c","a man stole the 2012 olympic torch and runs from a police officer","A gentleman carrying the 2012 Olympic torch being follow by a car on a people lined street."
"1491","3708177171.jpg#1r1e","e",0.327444919154476,"e",6,94,0,"e","a boy on his skateboard","A boy is outside jumping over a flower bush on a skateboard."
"1492","4890158457.jpg#0r2c","c",1.16540487267596,"c",6,29,65,"c","A large group of adults and children stand on a cobblestone street.","A small group of adults and children stand on a cobblestone street outside of an Irish pub."
"1493","4544243028.jpg#1r1n","c",1.38594038948505,"c",41,11,48,"n","a woman is reading a book on her ride home.","a redheaded lady is reading a book while waiting for the train."
"1494","4857090523.jpg#0r1n","e",1.4986885704511,"n",32,48,20,"n","a kid stands near modern art","A little girl in a red and white shirt stands next to some caricatures of celebrities at an art fair."
